"Reception Date","Remittance Date","Reference Date","Module ID","Sender","Entity ID","Institution","IREF","Revision Number","Version Number","Acceptance Status","Validation Status","Last Version","Last Accepted","Sent To NCA","File Status"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","DE2","0W2PZJM8XOY22M4GG883","DekaBank Deutsche Girozentrale","2444781","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"11-08-2021 13:17","25-08-2021","2021-06","COREP_LE_Con","DE2","DSNHHQ2B9X5N6OUJ1236","Norddeutsche Landesbank - Girozentrale -","2444788","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","DE2","DSNHHQ2B9X5N6OUJ1236","Norddeutsche Landesbank - Girozentrale -","2444788","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"11-08-2021 15:17","25-08-2021","2021-06","COREP_LE_Con","DE2","VDYMYTQGZZ6DU0912C88","Bayerische Landesbank","2445318","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"16-11-2021 11:09","25-08-2021","2021-06","COREP_LE_Con","DE2","VDYMYTQGZZ6DU0912C88","Bayerische Landesbank","2445318","0","2","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 17:08","25-08-2021","2021-06","COREP_LE_Con","DE2","VDYMYTQGZZ6DU0912C88","Bayerische Landesbank","2445318","0","3","Not-Accepted","Error","Yes","No","Yes","PROCESSED"
"03-12-2021 16:00","25-08-2021","2021-06","COREP_LE_Con","DE2","VDYMYTQGZZ6DU0912C88","Bayerische Landesbank","2445318","0","4","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:00","25-08-2021","2021-06","COREP_LE_Con","DE2","VDYMYTQGZZ6DU0912C88","Bayerische Landesbank","2445318","0","5","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:05","25-08-2021","2021-06","COREP_LE_Con","DE2","VDYMYTQGZZ6DU0912C88","Bayerische Landesbank","2445318","0","6","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"11-08-2021 17:17","25-08-2021","2021-06","COREP_LE_Con","DE2","TUKDD90GPC79G1KOE162","Hamburg Commercial Bank AG","2445746","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","DE2","TUKDD90GPC79G1KOE162","Hamburg Commercial Bank AG","2445746","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"12-08-2021 06:10","25-08-2021","2021-06","COREP_LE_Con","DE2","391200EEGLNXBBCVKC73","Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG","2446669","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","DE2","391200EEGLNXBBCVKC73","Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG","2446669","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"06-12-2021 16:28","25-08-2021","2021-06","COREP_LE_Con","DE2","391200EEGLNXBBCVKC73","Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG","2446669","0","3","Not-Accepted","Error","Yes","No","Yes","PROCESSED"
"12-08-2021 06:13","25-08-2021","2021-06","COREP_LE_Con","DE2","529900HNOAA1KXQJUQ27","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main","2446707","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","DE2","529900HNOAA1KXQJUQ27","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main","2446707","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"17-08-2021 18:16","25-08-2021","2021-06","COREP_LE_Con","DE2","VDYMYTQGZZ6DU0912C88","Bayerische Landesbank","2450354","1","1","Accepted","Valid","No","Yes","Yes","PROCESSED"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","DE2","VDYMYTQGZZ6DU0912C88","Bayerische Landesbank","2450354","1","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"18-08-2021 16:16","25-08-2021","2021-06","COREP_LE_Con","DE2","391200EEGLNXBBCVKC73","Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG","2450605","1","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:02","25-08-2021","2021-06","COREP_LE_Con","DE2","391200EEGLNXBBCVKC73","Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG","2450605","1","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"20-08-2021 18:16","25-08-2021","2021-06","COREP_LE_Con","DE2","529900V3O1M5IHMOSF46","State Street Europe Holdings Germany S.a.r.l. & Co. KG","2455692","1","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:02","25-08-2021","2021-06","COREP_LE_Con","DE2","529900V3O1M5IHMOSF46","State Street Europe Holdings Germany S.a.r.l. & Co. KG","2455692","1","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"27-08-2021 14:16","25-08-2021","2021-06","COREP_LE_Ind","DE2","8IBZUGJ7JPLH368JE346","Goldman Sachs Bank Europe SE","2457042","1","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:02","25-08-2021","2021-06","COREP_LE_Ind","DE2","8IBZUGJ7JPLH368JE346","Goldman Sachs Bank Europe SE","2457042","1","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-09-2021 12:16","15-09-2021","2021-06","COREP_LE_Con","DE2","2ZCNRR8UK83OBTEK2170","UniCredit Bank AG","2458074","1","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:02","15-09-2021","2021-06","COREP_LE_Con","DE2","2ZCNRR8UK83OBTEK2170","UniCredit Bank AG","2458074","1","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"06-12-2021 15:57","15-09-2021","2021-06","COREP_LE_Con","DE2","2ZCNRR8UK83OBTEK2170","UniCredit Bank AG","2458074","1","3","In_Process","NA","No","No","No","PROCESSED"
"07-09-2021 18:16","15-09-2021","2021-06","COREP_OF_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2458906","0","1","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 11:51","15-09-2021","2021-06","COREP_OF_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2458906","0","2","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 12:11","15-09-2021","2021-06","COREP_OF_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2458906","0","3","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 12:27","15-09-2021","2021-06","COREP_OF_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2458906","0","4","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 12:29","15-09-2021","2021-06","COREP_OF_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2458906","0","5","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 17:08","15-09-2021","2021-06","COREP_OF_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2458906","0","6","Not-Accepted","Error","Yes","No","Yes","PROCESSED"
"03-12-2021 16:00","15-09-2021","2021-06","COREP_OF_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2458906","0","7","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:00","15-09-2021","2021-06","COREP_OF_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2458906","0","8","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:00","15-09-2021","2021-06","COREP_OF_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2458906","0","9","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:00","15-09-2021","2021-06","COREP_OF_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2458906","0","10","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:01","15-09-2021","2021-06","COREP_OF_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2458906","0","11","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:02","15-09-2021","2021-06","COREP_OF_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2458906","0","12","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"13-09-2021 15:17","15-09-2021","2021-06","AE_Con","DE2","529900KRVTRP5RWP9K95","Santander Consumer Holding GmbH","2460293","1","1","Accepted","Valid","No","Yes","Yes","PROCESSED"
"03-12-2021 16:02","15-09-2021","2021-06","AE_Con","DE2","529900KRVTRP5RWP9K95","Santander Consumer Holding GmbH","2460293","1","2","Not-Accepted","Warning","Yes","No","Yes","PROCESSED"
"04-10-2021 17:16","15-09-2021","2021-06","COREP_OF_Con","DE2","529900KRVTRP5RWP9K95","Santander Consumer Holding GmbH","2535323","2","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:01","15-09-2021","2021-06","COREP_OF_Con","DE2","529900KRVTRP5RWP9K95","Santander Consumer Holding GmbH","2535323","2","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"11-10-2021 18:17","15-09-2021","2021-06","COREP_LE_Con","DE2","2ZCNRR8UK83OBTEK2170","UniCredit Bank AG","2548705","3","1","Accepted","Valid","No","No","Yes","PROCESSED"
"16-11-2021 11:09","15-09-2021","2021-06","COREP_LE_Con","DE2","2ZCNRR8UK83OBTEK2170","UniCredit Bank AG","2548705","3","2","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 17:08","15-09-2021","2021-06","COREP_LE_Con","DE2","2ZCNRR8UK83OBTEK2170","UniCredit Bank AG","2548705","3","3","Not-Accepted","Error","No","No","Yes","PROCESSED"
"03-12-2021 16:00","15-09-2021","2021-06","COREP_LE_Con","DE2","2ZCNRR8UK83OBTEK2170","UniCredit Bank AG","2548705","3","4","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:01","15-09-2021","2021-06","COREP_LE_Con","DE2","2ZCNRR8UK83OBTEK2170","UniCredit Bank AG","2548705","3","5","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:01","15-09-2021","2021-06","COREP_LE_Con","DE2","2ZCNRR8UK83OBTEK2170","UniCredit Bank AG","2548705","3","6","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"06-12-2021 15:57","15-09-2021","2021-06","COREP_LE_Con","DE2","2ZCNRR8UK83OBTEK2170","UniCredit Bank AG","2548705","3","7","Not-Accepted","Error","Yes","No","Yes","PROCESSED"
"06-12-2021 15:57","15-09-2021","2021-06","COREP_LE_Con","DE2","2ZCNRR8UK83OBTEK2170","UniCredit Bank AG","2548705","3","8","In_Process","NA","No","No","No","PROCESSED"
"06-12-2021 15:57","15-09-2021","2021-06","COREP_LE_Con","DE2","2ZCNRR8UK83OBTEK2170","UniCredit Bank AG","2548705","3","9","In_Process","NA","No","No","No","PROCESSED"
"19-10-2021 13:16","15-09-2021","2021-06","AE_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2565493","1","1","Accepted","Valid","No","Yes","Yes","PROCESSED"
"03-12-2021 16:01","15-09-2021","2021-06","AE_Ind","DE2","529900K16YGKC8BES892","Deutsche Kreditbank Aktiengesellschaft","2565493","1","2","Not-Accepted","Warning","Yes","No","Yes","PROCESSED"
"20-10-2021 06:46","25-08-2021","2021-06","COREP_LE_Con","DE2","DZZ47B9A52ZJ6LT6VV95","Deutsche Pfandbriefbank AG","2574126","1","1","Accepted","Valid","Yes","Yes","Yes","PROCESSED"
"03-12-2021 16:01","25-08-2021","2021-06","COREP_LE_Con","DE2","DZZ47B9A52ZJ6LT6VV95","Deutsche Pfandbriefbank AG","2574126","1","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"13-08-2021 13:36","25-08-2021","2021-06","COREP_LE_Con","IT2","J48C8PCSJVUBR8KCW529","BANCA POPOLARE DI SONDRIO, SOCIETA' COOPERATIVA PER AZIONI","344882","0","1","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 09:50","25-08-2021","2021-06","COREP_LE_Con","IT2","J48C8PCSJVUBR8KCW529","BANCA POPOLARE DI SONDRIO, SOCIETA' COOPERATIVA PER AZIONI","344882","0","2","Not-Accepted","Error","No","No","Yes","PROCESSED"
"03-12-2021 16:01","25-08-2021","2021-06","COREP_LE_Con","IT2","J48C8PCSJVUBR8KCW529","BANCA POPOLARE DI SONDRIO, SOCIETA' COOPERATIVA PER AZIONI","344882","0","3","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","IT2","J48C8PCSJVUBR8KCW529","BANCA POPOLARE DI SONDRIO, SOCIETA' COOPERATIVA PER AZIONI","344882","0","4","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"13-08-2021 13:36","25-08-2021","2021-06","COREP_LE_Con","IT2","815600AD83B2B6317788","CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI","344883","0","1","Not-Accepted","Error","No","No","Yes","PROCESSED"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","IT2","815600AD83B2B6317788","CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI","344883","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"13-08-2021 13:33","25-08-2021","2021-06","COREP_LE_Con","IT2","N747OI7JINV7RUUH6190","BPER BANCA S.P.A.","344884","0","1","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 11:09","25-08-2021","2021-06","COREP_LE_Con","IT2","N747OI7JINV7RUUH6190","BPER BANCA S.P.A.","344884","0","2","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 12:31","25-08-2021","2021-06","COREP_LE_Con","IT2","N747OI7JINV7RUUH6190","BPER BANCA S.P.A.","344884","0","3","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 17:08","25-08-2021","2021-06","COREP_LE_Con","IT2","N747OI7JINV7RUUH6190","BPER BANCA S.P.A.","344884","0","4","Not-Accepted","Error","Yes","No","Yes","PROCESSED"
"03-12-2021 16:00","25-08-2021","2021-06","COREP_LE_Con","IT2","N747OI7JINV7RUUH6190","BPER BANCA S.P.A.","344884","0","5","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:00","25-08-2021","2021-06","COREP_LE_Con","IT2","N747OI7JINV7RUUH6190","BPER BANCA S.P.A.","344884","0","6","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:01","25-08-2021","2021-06","COREP_LE_Con","IT2","N747OI7JINV7RUUH6190","BPER BANCA S.P.A.","344884","0","7","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","IT2","N747OI7JINV7RUUH6190","BPER BANCA S.P.A.","344884","0","8","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"13-08-2021 13:34","25-08-2021","2021-06","COREP_LE_Con","IT2","PSNL19R2RXX5U3QWHI44","MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.","344918","0","1","Not-Accepted","Error","No","No","Yes","PROCESSED"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","IT2","PSNL19R2RXX5U3QWHI44","MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.","344918","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"24-08-2021 16:16","15-09-2021","2021-06","COREP_LE_Con","IT2","8156007D348794DB1690","CRÉDIT AGRICOLE ITALIA S.P.A.","347345","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"16-11-2021 10:33","15-09-2021","2021-06","COREP_LE_Con","IT2","8156007D348794DB1690","CRÉDIT AGRICOLE ITALIA S.P.A.","347345","0","2","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 11:09","15-09-2021","2021-06","COREP_LE_Con","IT2","8156007D348794DB1690","CRÉDIT AGRICOLE ITALIA S.P.A.","347345","0","3","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 11:09","15-09-2021","2021-06","COREP_LE_Con","IT2","8156007D348794DB1690","CRÉDIT AGRICOLE ITALIA S.P.A.","347345","0","4","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 12:31","15-09-2021","2021-06","COREP_LE_Con","IT2","8156007D348794DB1690","CRÉDIT AGRICOLE ITALIA S.P.A.","347345","0","5","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 17:08","15-09-2021","2021-06","COREP_LE_Con","IT2","8156007D348794DB1690","CRÉDIT AGRICOLE ITALIA S.P.A.","347345","0","6","Not-Accepted","Error","Yes","No","Yes","PROCESSED"
"03-12-2021 16:00","15-09-2021","2021-06","COREP_LE_Con","IT2","8156007D348794DB1690","CRÉDIT AGRICOLE ITALIA S.P.A.","347345","0","7","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:00","15-09-2021","2021-06","COREP_LE_Con","IT2","8156007D348794DB1690","CRÉDIT AGRICOLE ITALIA S.P.A.","347345","0","8","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:01","15-09-2021","2021-06","COREP_LE_Con","IT2","8156007D348794DB1690","CRÉDIT AGRICOLE ITALIA S.P.A.","347345","0","9","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:01","15-09-2021","2021-06","COREP_LE_Con","IT2","8156007D348794DB1690","CRÉDIT AGRICOLE ITALIA S.P.A.","347345","0","10","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:01","15-09-2021","2021-06","COREP_LE_Con","IT2","8156007D348794DB1690","CRÉDIT AGRICOLE ITALIA S.P.A.","347345","0","11","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:02","15-09-2021","2021-06","COREP_LE_Con","IT2","8156007D348794DB1690","CRÉDIT AGRICOLE ITALIA S.P.A.","347345","0","12","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"27-08-2021 09:16","15-09-2021","2021-06","COREP_LE_Ind","IT2","UI802FYJ52XDB7N4KN18","BANCA NAZIONALE DEL LAVORO S.P.A. (IN FORMA CONTRATTA BNL S.P.A.)","347847","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:02","15-09-2021","2021-06","COREP_LE_Ind","IT2","UI802FYJ52XDB7N4KN18","BANCA NAZIONALE DEL LAVORO S.P.A. (IN FORMA CONTRATTA BNL S.P.A.)","347847","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"19-08-2021 14:36","25-08-2021","2021-06","COREP_LE_Con","AT2","PQOH26KWDF7CG10L6792","Erste Group Bank AG","357999","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","AT2","PQOH26KWDF7CG10L6792","Erste Group Bank AG","357999","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"19-08-2021 14:37","25-08-2021","2021-06","COREP_LE_Con","AT2","9ZHRYM6F437SQJ6OUG95","Raiffeisen Bank International AG","358001","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"16-11-2021 11:09","25-08-2021","2021-06","COREP_LE_Con","AT2","9ZHRYM6F437SQJ6OUG95","Raiffeisen Bank International AG","358001","0","2","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 17:08","25-08-2021","2021-06","COREP_LE_Con","AT2","9ZHRYM6F437SQJ6OUG95","Raiffeisen Bank International AG","358001","0","3","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 17:11","25-08-2021","2021-06","COREP_LE_Con","AT2","9ZHRYM6F437SQJ6OUG95","Raiffeisen Bank International AG","358001","0","4","Not-Accepted","Error","Yes","No","Yes","PROCESSED"
"03-12-2021 16:00","25-08-2021","2021-06","COREP_LE_Con","AT2","9ZHRYM6F437SQJ6OUG95","Raiffeisen Bank International AG","358001","0","5","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:00","25-08-2021","2021-06","COREP_LE_Con","AT2","9ZHRYM6F437SQJ6OUG95","Raiffeisen Bank International AG","358001","0","6","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:01","25-08-2021","2021-06","COREP_LE_Con","AT2","9ZHRYM6F437SQJ6OUG95","Raiffeisen Bank International AG","358001","0","7","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","AT2","9ZHRYM6F437SQJ6OUG95","Raiffeisen Bank International AG","358001","0","8","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"10-08-2021 20:06","25-08-2021","2021-06","COREP_LE_Con","HR2","549300ZHFZ4CSK7VS460","Privredna banka Zagreb d.d.","3825","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","HR2","549300ZHFZ4CSK7VS460","Privredna banka Zagreb d.d.","3825","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"11-08-2021 12:37","25-08-2021","2021-06","COREP_LE_Con","HR2","549300A2F46GR0UOM390","Erste&Steiermärkische Bank d.d.","3904","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"16-11-2021 11:09","25-08-2021","2021-06","COREP_LE_Con","HR2","549300A2F46GR0UOM390","Erste&Steiermärkische Bank d.d.","3904","0","2","Not-Accepted","Error","No","No","Yes","PROCESSED"
"16-11-2021 17:08","25-08-2021","2021-06","COREP_LE_Con","HR2","549300A2F46GR0UOM390","Erste&Steiermärkische Bank d.d.","3904","0","3","Not-Accepted","Error","Yes","No","Yes","PROCESSED"
"03-12-2021 16:00","25-08-2021","2021-06","COREP_LE_Con","HR2","549300A2F46GR0UOM390","Erste&Steiermärkische Bank d.d.","3904","0","4","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:00","25-08-2021","2021-06","COREP_LE_Con","HR2","549300A2F46GR0UOM390","Erste&Steiermärkische Bank d.d.","3904","0","5","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","HR2","549300A2F46GR0UOM390","Erste&Steiermärkische Bank d.d.","3904","0","6","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"11-08-2021 16:17","25-08-2021","2021-06","COREP_LE_Con","HR2","PRNXTNXHBI0TSY1V8P17","Zagrebačka banka d.d.","3943","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","HR2","PRNXTNXHBI0TSY1V8P17","Zagrebačka banka d.d.","3943","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"24-08-2021 13:31","25-08-2021","2021-06","COREP_LE_Con","ES2","54930056IRBXK0Q1FP96","Abanca Corporacion Bancaria, S.A.","857748","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:02","25-08-2021","2021-06","COREP_LE_Con","ES2","54930056IRBXK0Q1FP96","Abanca Corporacion Bancaria, S.A.","857748","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"25-08-2021 10:07","25-08-2021","2021-06","AE_Con","EE2","549300ND1MQ8SNNYMJ22","AS SEB Pank","8719","2","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:02","25-08-2021","2021-06","AE_Con","EE2","549300ND1MQ8SNNYMJ22","AS SEB Pank","8719","2","2","Not-Accepted","Warning","Yes","No","Yes","PROCESSED"
"24-08-2021 14:34","25-08-2021","2021-06","COREP_LE_Con","LT2","549300TK038P6EV4YU51","Akcinė bendrovė Šiaulių bankas","8dc32ed7e00b4db1","0","1","Accepted","Valid","No","No","Yes","PROCESSED"
"03-12-2021 16:02","25-08-2021","2021-06","COREP_LE_Con","LT2","549300TK038P6EV4YU51","Akcinė bendrovė Šiaulių bankas","8dc32ed7e00b4db1","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
"11-08-2021 23:25","25-08-2021","2021-06","AE_Con","CY2","CXUHEGU3MADZ2CEV7C11","Hellenic Bank Public Company Ltd","FXAUTO253406","0","1","Not-Accepted","Error","No","No","Yes","PROCESSED"
"27-09-2021 10:42","25-08-2021","2021-06","AE_Con","CY2","CXUHEGU3MADZ2CEV7C11","Hellenic Bank Public Company Ltd","FXAUTO253406","0","2","Accepted","Valid","No","Yes","Yes","PROCESSED"
"21-10-2021 06:53","25-08-2021","2021-06","AE_Con","CY2","CXUHEGU3MADZ2CEV7C11","Hellenic Bank Public Company Ltd","FXAUTO253406","0","3","Not-Accepted","Error","No","No","Yes","PROCESSED"
"03-12-2021 16:01","25-08-2021","2021-06","AE_Con","CY2","CXUHEGU3MADZ2CEV7C11","Hellenic Bank Public Company Ltd","FXAUTO253406","0","4","Not-Accepted","Warning","No","No","Yes","PROCESSED"
"03-12-2021 16:01","25-08-2021","2021-06","AE_Con","CY2","CXUHEGU3MADZ2CEV7C11","Hellenic Bank Public Company Ltd","FXAUTO253406","0","5","Not-Accepted","Warning","No","No","Yes","PROCESSED"
"03-12-2021 16:03","25-08-2021","2021-06","AE_Con","CY2","CXUHEGU3MADZ2CEV7C11","Hellenic Bank Public Company Ltd","FXAUTO253406","0","6","Not-Accepted","Warning","Yes","No","Yes","PROCESSED"
"10-08-2021 13:01","25-08-2021","2021-06","COREP_LE_Con","FI2","529900HEKOENJHPNN480","Kuntarahoitus Oyj","IREF245225","0","1","Not-Accepted","Error","No","No","Yes","PROCESSED"
"03-12-2021 16:03","25-08-2021","2021-06","COREP_LE_Con","FI2","529900HEKOENJHPNN480","Kuntarahoitus Oyj","IREF245225","0","2","Rejected","Fatal","No","No","Yes","FATAL ERROR"
